item_id,value,date
FOODS_3_090,0,2011-03-25
FOODS_3_090,0,2011-03-26
FOODS_3_090,0,2011-03-27
FOODS_3_090,0,2011-03-28
FOODS_3_090,0,2011-03-29
FOODS_3_090,0,2011-03-30
FOODS_3_090,0,2011-03-31
FOODS_3_090,0,2011-04-01
FOODS_3_090,0,2011-04-02
FOODS_3_090,0,2011-04-03
FOODS_3_090,0,2011-04-04
FOODS_3_090,0,2011-04-05
FOODS_3_090,0,2011-04-06
FOODS_3_090,0,2011-04-07
FOODS_3_090,0,2011-04-08
FOODS_3_090,0,2011-04-09
FOODS_3_090,0,2011-04-10
FOODS_3_090,0,2011-04-11
FOODS_3_090,0,2011-04-12
FOODS_3_090,0,2011-04-13
FOODS_3_090,0,2011-04-14
FOODS_3_090,0,2011-04-15
FOODS_3_090,0,2011-04-16
FOODS_3_090,0,2011-04-17
FOODS_3_090,0,2011-04-18
FOODS_3_090,0,2011-04-19
FOODS_3_090,0,2011-04-20
FOODS_3_090,0,2011-04-21
FOODS_3_090,0,2011-04-22
FOODS_3_090,0,2011-04-23
FOODS_3_090,0,2011-04-24
FOODS_3_090,0,2011-04-25
FOODS_3_090,0,2011-04-26
FOODS_3_090,0,2011-04-27
FOODS_3_090,0,2011-04-28
FOODS_3_090,0,2011-04-29
FOODS_3_090,0,2011-04-30
FOODS_3_090,0,2011-05-01
FOODS_3_090,0,2011-05-02
FOODS_3_090,0,2011-05-03
FOODS_3_090,0,2011-05-04
FOODS_3_090,0,2011-05-05
FOODS_3_090,0,2011-05-06
FOODS_3_090,0,2011-05-07
FOODS_3_090,0,2011-05-08
FOODS_3_090,0,2011-05-09
FOODS_3_090,0,2011-05-10
FOODS_3_090,0,2011-05-11
FOODS_3_090,0,2011-05-12
FOODS_3_090,0,2011-05-13
FOODS_3_090,0,2011-05-14
FOODS_3_090,0,2011-05-15
FOODS_3_090,0,2011-05-16
FOODS_3_090,0,2011-05-17
FOODS_3_090,0,2011-05-18
FOODS_3_090,0,2011-05-19
FOODS_3_090,0,2011-05-20
FOODS_3_090,0,2011-05-21
FOODS_3_090,0,2011-05-22
FOODS_3_090,0,2011-05-23
FOODS_3_090,0,2011-05-24
FOODS_3_090,0,2011-05-25
FOODS_3_090,0,2011-05-26
FOODS_3_090,0,2011-05-27
FOODS_3_090,0,2011-05-28
FOODS_3_090,0,2011-05-29
FOODS_3_090,0,2011-05-30
FOODS_3_090,0,2011-05-31
FOODS_3_090,0,2011-06-01
FOODS_3_090,0,2011-06-02
FOODS_3_090,0,2011-06-03
FOODS_3_090,0,2011-06-04
FOODS_3_090,0,2011-06-05
FOODS_3_090,0,2011-06-06
FOODS_3_090,0,2011-06-07
FOODS_3_090,0,2011-06-08
FOODS_3_090,0,2011-06-09
FOODS_3_090,0,2011-06-10
FOODS_3_090,0,2011-06-11
FOODS_3_090,0,2011-06-12
FOODS_3_090,0,2011-06-13
FOODS_3_090,0,2011-06-14
FOODS_3_090,0,2011-06-15
FOODS_3_090,0,2011-06-16
FOODS_3_090,0,2011-06-17
FOODS_3_090,0,2011-06-18
FOODS_3_090,0,2011-06-19
FOODS_3_090,0,2011-06-20
FOODS_3_090,0,2011-06-21
FOODS_3_090,0,2011-06-22
FOODS_3_090,0,2011-06-23
FOODS_3_090,0,2011-06-24
FOODS_3_090,0,2011-06-25
FOODS_3_090,0,2011-06-26
FOODS_3_090,0,2011-06-27
FOODS_3_090,0,2011-06-28
FOODS_3_090,0,2011-06-29
FOODS_3_090,0,2011-06-30
FOODS_3_090,0,2011-07-01
FOODS_3_090,0,2011-07-02
FOODS_3_090,0,2011-07-03
FOODS_3_090,0,2011-07-04
FOODS_3_090,0,2011-07-05
FOODS_3_090,0,2011-07-06
FOODS_3_090,0,2011-07-07
FOODS_3_090,0,2011-07-08
FOODS_3_090,0,2011-07-09
FOODS_3_090,0,2011-07-10
FOODS_3_090,0,2011-07-11
FOODS_3_090,0,2011-07-12
FOODS_3_090,0,2011-07-13
FOODS_3_090,0,2011-07-14
FOODS_3_090,0,2011-07-15
FOODS_3_090,0,2011-07-16
FOODS_3_090,0,2011-07-17
FOODS_3_090,0,2011-07-18
FOODS_3_090,0,2011-07-19
FOODS_3_090,0,2011-07-20
FOODS_3_090,0,2011-07-21
FOODS_3_090,0,2011-07-22
FOODS_3_090,0,2011-07-23
FOODS_3_090,0,2011-07-24
FOODS_3_090,0,2011-07-25
FOODS_3_090,0,2011-07-26
FOODS_3_090,0,2011-07-27
FOODS_3_090,0,2011-07-28
FOODS_3_090,0,2011-07-29
FOODS_3_090,0,2011-07-30
FOODS_3_090,0,2011-07-31
FOODS_3_090,0,2011-08-01
FOODS_3_090,0,2011-08-02
FOODS_3_090,0,2011-08-03
FOODS_3_090,0,2011-08-04
FOODS_3_090,0,2011-08-05
FOODS_3_090,0,2011-08-06
FOODS_3_090,0,2011-08-07
FOODS_3_090,0,2011-08-08
FOODS_3_090,0,2011-08-09
FOODS_3_090,0,2011-08-10
FOODS_3_090,0,2011-08-11
FOODS_3_090,0,2011-08-12
FOODS_3_090,0,2011-08-13
FOODS_3_090,0,2011-08-14
FOODS_3_090,0,2011-08-15
FOODS_3_090,0,2011-08-16
FOODS_3_090,0,2011-08-17
FOODS_3_090,0,2011-08-18
FOODS_3_090,0,2011-08-19
FOODS_3_090,0,2011-08-20
FOODS_3_090,0,2011-08-21
FOODS_3_090,0,2011-08-22
FOODS_3_090,0,2011-08-23
FOODS_3_090,0,2011-08-24
FOODS_3_090,0,2011-08-25
FOODS_3_090,0,2011-08-26
FOODS_3_090,0,2011-08-27
FOODS_3_090,0,2011-08-28
FOODS_3_090,0,2011-08-29
FOODS_3_090,0,2011-08-30
FOODS_3_090,0,2011-08-31
FOODS_3_090,0,2011-09-01
FOODS_3_090,0,2011-09-02
FOODS_3_090,0,2011-09-03
FOODS_3_090,0,2011-09-04
FOODS_3_090,0,2011-09-05
FOODS_3_090,0,2011-09-06
FOODS_3_090,0,2011-09-07
FOODS_3_090,0,2011-09-08
FOODS_3_090,0,2011-09-09
FOODS_3_090,0,2011-09-10
FOODS_3_090,0,2011-09-11
FOODS_3_090,0,2011-09-12
FOODS_3_090,0,2011-09-13
FOODS_3_090,0,2011-09-14
FOODS_3_090,0,2011-09-15
FOODS_3_090,0,2011-09-16
FOODS_3_090,0,2011-09-17
FOODS_3_090,0,2011-09-18
FOODS_3_090,0,2011-09-19
FOODS_3_090,0,2011-09-20
FOODS_3_090,0,2011-09-21
FOODS_3_090,0,2011-09-22
FOODS_3_090,454,2011-09-23
FOODS_3_090,633,2011-09-24
FOODS_3_090,1056,2011-09-25
FOODS_3_090,708,2011-09-26
FOODS_3_090,646,2011-09-27
FOODS_3_090,758,2011-09-28
FOODS_3_090,743,2011-09-29
FOODS_3_090,1171,2011-09-30
FOODS_3_090,1645,2011-10-01
FOODS_3_090,1109,2011-10-02
FOODS_3_090,771,2011-10-03
FOODS_3_090,826,2011-10-04
FOODS_3_090,735,2011-10-05
FOODS_3_090,717,2011-10-06
FOODS_3_090,1127,2011-10-07
FOODS_3_090,1461,2011-10-08
FOODS_3_090,915,2011-10-09
FOODS_3_090,872,2011-10-10
FOODS_3_090,794,2011-10-11
FOODS_3_090,736,2011-10-12
FOODS_3_090,1013,2011-10-13
FOODS_3_090,967,2011-10-14
FOODS_3_090,1177,2011-10-15
FOODS_3_090,1153,2011-10-16
FOODS_3_090,869,2011-10-17
FOODS_3_090,834,2011-10-18
FOODS_3_090,753,2011-10-19
FOODS_3_090,811,2011-10-20
FOODS_3_090,1151,2011-10-21
FOODS_3_090,1177,2011-10-22
FOODS_3_090,1091,2011-10-23
FOODS_3_090,808,2011-10-24
FOODS_3_090,881,2011-10-25
FOODS_3_090,753,2011-10-26
FOODS_3_090,874,2011-10-27
FOODS_3_090,1055,2011-10-28
FOODS_3_090,1277,2011-10-29
FOODS_3_090,1126,2011-10-30
FOODS_3_090,678,2011-10-31
FOODS_3_090,820,2011-11-01
FOODS_3_090,811,2011-11-02
FOODS_3_090,901,2011-11-03
FOODS_3_090,896,2011-11-04
FOODS_3_090,1280,2011-11-05
FOODS_3_090,1184,2011-11-06
FOODS_3_090,804,2011-11-07
FOODS_3_090,649,2011-11-08
FOODS_3_090,784,2011-11-09
FOODS_3_090,840,2011-11-10
FOODS_3_090,1156,2011-11-11
FOODS_3_090,1445,2011-11-12
FOODS_3_090,1277,2011-11-13
FOODS_3_090,1012,2011-11-14
FOODS_3_090,778,2011-11-15
FOODS_3_090,696,2011-11-16
FOODS_3_090,776,2011-11-17
FOODS_3_090,1053,2011-11-18
FOODS_3_090,1336,2011-11-19
FOODS_3_090,983,2011-11-20
FOODS_3_090,816,2011-11-21
FOODS_3_090,1131,2011-11-22
FOODS_3_090,2221,2011-11-23
FOODS_3_090,1249,2011-11-24
FOODS_3_090,640,2011-11-25
FOODS_3_090,894,2011-11-26
FOODS_3_090,816,2011-11-27
FOODS_3_090,549,2011-11-28
FOODS_3_090,618,2011-11-29
FOODS_3_090,700,2011-11-30
FOODS_3_090,767,2011-12-01
FOODS_3_090,901,2011-12-02
FOODS_3_090,1318,2011-12-03
FOODS_3_090,1171,2011-12-04
FOODS_3_090,851,2011-12-05
FOODS_3_090,779,2011-12-06
FOODS_3_090,745,2011-12-07
FOODS_3_090,679,2011-12-08
FOODS_3_090,1006,2011-12-09
FOODS_3_090,1210,2011-12-10
FOODS_3_090,1077,2011-12-11
FOODS_3_090,748,2011-12-12
FOODS_3_090,853,2011-12-13
FOODS_3_090,862,2011-12-14
FOODS_3_090,965,2011-12-15
FOODS_3_090,1277,2011-12-16
FOODS_3_090,1273,2011-12-17
FOODS_3_090,929,2011-12-18
FOODS_3_090,1069,2011-12-19
FOODS_3_090,798,2011-12-20
FOODS_3_090,789,2011-12-21
FOODS_3_090,970,2011-12-22
FOODS_3_090,1671,2011-12-23
FOODS_3_090,2258,2011-12-24
FOODS_3_090,0,2011-12-25
FOODS_3_090,855,2011-12-26
FOODS_3_090,739,2011-12-27
FOODS_3_090,931,2011-12-28
FOODS_3_090,800,2011-12-29
FOODS_3_090,1436,2011-12-30
FOODS_3_090,2436,2011-12-31
FOODS_3_090,808,2012-01-01
FOODS_3_090,896,2012-01-02
FOODS_3_090,715,2012-01-03
FOODS_3_090,682,2012-01-04
FOODS_3_090,789,2012-01-05
FOODS_3_090,870,2012-01-06
FOODS_3_090,1154,2012-01-07
FOODS_3_090,1115,2012-01-08
FOODS_3_090,639,2012-01-09
FOODS_3_090,756,2012-01-10
FOODS_3_090,751,2012-01-11
FOODS_3_090,659,2012-01-12
FOODS_3_090,943,2012-01-13
FOODS_3_090,1310,2012-01-14
FOODS_3_090,1210,2012-01-15
FOODS_3_090,822,2012-01-16
FOODS_3_090,646,2012-01-17
FOODS_3_090,659,2012-01-18
FOODS_3_090,716,2012-01-19
FOODS_3_090,871,2012-01-20
FOODS_3_090,1380,2012-01-21
FOODS_3_090,1082,2012-01-22
FOODS_3_090,721,2012-01-23
FOODS_3_090,688,2012-01-24
FOODS_3_090,637,2012-01-25
FOODS_3_090,670,2012-01-26
FOODS_3_090,1006,2012-01-27
FOODS_3_090,993,2012-01-28
FOODS_3_090,827,2012-01-29
FOODS_3_090,706,2012-01-30
FOODS_3_090,602,2012-01-31
FOODS_3_090,629,2012-02-01
FOODS_3_090,619,2012-02-02
FOODS_3_090,871,2012-02-03
FOODS_3_090,1286,2012-02-04
FOODS_3_090,998,2012-02-05
FOODS_3_090,647,2012-02-06
FOODS_3_090,596,2012-02-07
FOODS_3_090,626,2012-02-08
FOODS_3_090,684,2012-02-09
FOODS_3_090,896,2012-02-10
FOODS_3_090,1058,2012-02-11
FOODS_3_090,976,2012-02-12
FOODS_3_090,709,2012-02-13
FOODS_3_090,665,2012-02-14
FOODS_3_090,763,2012-02-15
FOODS_3_090,379,2012-02-16
FOODS_3_090,400,2012-02-17
FOODS_3_090,989,2012-02-18
FOODS_3_090,927,2012-02-19
FOODS_3_090,673,2012-02-20
FOODS_3_090,782,2012-02-21
FOODS_3_090,454,2012-02-22
FOODS_3_090,581,2012-02-23
FOODS_3_090,759,2012-02-24
FOODS_3_090,911,2012-02-25
FOODS_3_090,794,2012-02-26
FOODS_3_090,571,2012-02-27
FOODS_3_090,462,2012-02-28
FOODS_3_090,642,2012-02-29
FOODS_3_090,639,2012-03-01
FOODS_3_090,822,2012-03-02
FOODS_3_090,951,2012-03-03
FOODS_3_090,992,2012-03-04
FOODS_3_090,738,2012-03-05
FOODS_3_090,683,2012-03-06
FOODS_3_090,556,2012-03-07
FOODS_3_090,735,2012-03-08
FOODS_3_090,885,2012-03-09
FOODS_3_090,940,2012-03-10
FOODS_3_090,814,2012-03-11
FOODS_3_090,706,2012-03-12
FOODS_3_090,533,2012-03-13
FOODS_3_090,595,2012-03-14
FOODS_3_090,638,2012-03-15
FOODS_3_090,794,2012-03-16
FOODS_3_090,894,2012-03-17
FOODS_3_090,650,2012-03-18
FOODS_3_090,559,2012-03-19
FOODS_3_090,513,2012-03-20
FOODS_3_090,482,2012-03-21
FOODS_3_090,470,2012-03-22
FOODS_3_090,584,2012-03-23
FOODS_3_090,820,2012-03-24
FOODS_3_090,719,2012-03-25
FOODS_3_090,439,2012-03-26
FOODS_3_090,431,2012-03-27
FOODS_3_090,417,2012-03-28
FOODS_3_090,488,2012-03-29
FOODS_3_090,488,2012-03-30
FOODS_3_090,804,2012-03-31
FOODS_3_090,738,2012-04-01
FOODS_3_090,518,2012-04-02
FOODS_3_090,517,2012-04-03
FOODS_3_090,495,2012-04-04
FOODS_3_090,622,2012-04-05
FOODS_3_090,802,2012-04-06
FOODS_3_090,1081,2012-04-07
FOODS_3_090,947,2012-04-08
FOODS_3_090,397,2012-04-09
FOODS_3_090,581,2012-04-10
FOODS_3_090,503,2012-04-11
FOODS_3_090,466,2012-04-12
FOODS_3_090,641,2012-04-13
FOODS_3_090,925,2012-04-14
FOODS_3_090,744,2012-04-15
FOODS_3_090,468,2012-04-16
FOODS_3_090,344,2012-04-17
FOODS_3_090,485,2012-04-18
FOODS_3_090,485,2012-04-19
FOODS_3_090,800,2012-04-20
FOODS_3_090,739,2012-04-21
FOODS_3_090,829,2012-04-22
FOODS_3_090,427,2012-04-23
FOODS_3_090,445,2012-04-24
FOODS_3_090,501,2012-04-25
FOODS_3_090,470,2012-04-26
FOODS_3_090,677,2012-04-27
FOODS_3_090,800,2012-04-28
FOODS_3_090,686,2012-04-29
FOODS_3_090,411,2012-04-30
FOODS_3_090,555,2012-05-01
FOODS_3_090,426,2012-05-02
FOODS_3_090,577,2012-05-03
FOODS_3_090,628,2012-05-04
FOODS_3_090,1074,2012-05-05
FOODS_3_090,751,2012-05-06
FOODS_3_090,916,2012-05-07
FOODS_3_090,546,2012-05-08
FOODS_3_090,392,2012-05-09
FOODS_3_090,487,2012-05-10
FOODS_3_090,736,2012-05-11
FOODS_3_090,950,2012-05-12
FOODS_3_090,765,2012-05-13
FOODS_3_090,521,2012-05-14
FOODS_3_090,494,2012-05-15
FOODS_3_090,508,2012-05-16
FOODS_3_090,463,2012-05-17
FOODS_3_090,701,2012-05-18
FOODS_3_090,818,2012-05-19
FOODS_3_090,671,2012-05-20
FOODS_3_090,508,2012-05-21
FOODS_3_090,533,2012-05-22
FOODS_3_090,458,2012-05-23
FOODS_3_090,532,2012-05-24
FOODS_3_090,736,2012-05-25
FOODS_3_090,784,2012-05-26
FOODS_3_090,640,2012-05-27
FOODS_3_090,625,2012-05-28
FOODS_3_090,368,2012-05-29
FOODS_3_090,405,2012-05-30
FOODS_3_090,523,2012-05-31
FOODS_3_090,739,2012-06-01
FOODS_3_090,760,2012-06-02
FOODS_3_090,614,2012-06-03
FOODS_3_090,411,2012-06-04
FOODS_3_090,453,2012-06-05
FOODS_3_090,539,2012-06-06
FOODS_3_090,498,2012-06-07
FOODS_3_090,729,2012-06-08
FOODS_3_090,903,2012-06-09
FOODS_3_090,855,2012-06-10
FOODS_3_090,599,2012-06-11
FOODS_3_090,434,2012-06-12
FOODS_3_090,475,2012-06-13
FOODS_3_090,670,2012-06-14
FOODS_3_090,863,2012-06-15
FOODS_3_090,850,2012-06-16
FOODS_3_090,659,2012-06-17
FOODS_3_090,539,2012-06-18
FOODS_3_090,370,2012-06-19
FOODS_3_090,284,2012-06-20
FOODS_3_090,273,2012-06-21
FOODS_3_090,355,2012-06-22
FOODS_3_090,602,2012-06-23
FOODS_3_090,668,2012-06-24
FOODS_3_090,450,2012-06-25
FOODS_3_090,585,2012-06-26
FOODS_3_090,529,2012-06-27
FOODS_3_090,598,2012-06-28
FOODS_3_090,802,2012-06-29
FOODS_3_090,634,2012-06-30
FOODS_3_090,601,2012-07-01
FOODS_3_090,654,2012-07-02
FOODS_3_090,1009,2012-07-03
FOODS_3_090,817,2012-07-04
FOODS_3_090,454,2012-07-05
FOODS_3_090,838,2012-07-06
FOODS_3_090,934,2012-07-07
FOODS_3_090,698,2012-07-08
FOODS_3_090,586,2012-07-09
FOODS_3_090,611,2012-07-10
FOODS_3_090,568,2012-07-11
FOODS_3_090,682,2012-07-12
FOODS_3_090,760,2012-07-13
FOODS_3_090,825,2012-07-14
FOODS_3_090,821,2012-07-15
FOODS_3_090,523,2012-07-16
FOODS_3_090,584,2012-07-17
FOODS_3_090,581,2012-07-18
FOODS_3_090,576,2012-07-19
FOODS_3_090,890,2012-07-20
FOODS_3_090,946,2012-07-21
FOODS_3_090,889,2012-07-22
FOODS_3_090,584,2012-07-23
FOODS_3_090,531,2012-07-24
FOODS_3_090,735,2012-07-25
FOODS_3_090,520,2012-07-26
FOODS_3_090,760,2012-07-27
FOODS_3_090,574,2012-07-28
FOODS_3_090,694,2012-07-29
FOODS_3_090,546,2012-07-30
FOODS_3_090,464,2012-07-31
FOODS_3_090,486,2012-08-01
FOODS_3_090,824,2012-08-02
FOODS_3_090,860,2012-08-03
FOODS_3_090,871,2012-08-04
FOODS_3_090,824,2012-08-05
FOODS_3_090,648,2012-08-06
FOODS_3_090,553,2012-08-07
FOODS_3_090,612,2012-08-08
FOODS_3_090,839,2012-08-09
FOODS_3_090,795,2012-08-10
FOODS_3_090,1006,2012-08-11
FOODS_3_090,755,2012-08-12
FOODS_3_090,643,2012-08-13
FOODS_3_090,642,2012-08-14
FOODS_3_090,618,2012-08-15
FOODS_3_090,707,2012-08-16
FOODS_3_090,811,2012-08-17
FOODS_3_090,1105,2012-08-18
FOODS_3_090,832,2012-08-19
FOODS_3_090,669,2012-08-20
FOODS_3_090,406,2012-08-21
FOODS_3_090,634,2012-08-22
FOODS_3_090,651,2012-08-23
FOODS_3_090,801,2012-08-24
FOODS_3_090,1022,2012-08-25
FOODS_3_090,700,2012-08-26
FOODS_3_090,594,2012-08-27
FOODS_3_090,548,2012-08-28
FOODS_3_090,574,2012-08-29
FOODS_3_090,562,2012-08-30
FOODS_3_090,733,2012-08-31
FOODS_3_090,945,2012-09-01
FOODS_3_090,867,2012-09-02
FOODS_3_090,835,2012-09-03
FOODS_3_090,561,2012-09-04
FOODS_3_090,576,2012-09-05
FOODS_3_090,586,2012-09-06
FOODS_3_090,826,2012-09-07
FOODS_3_090,876,2012-09-08
FOODS_3_090,832,2012-09-09
FOODS_3_090,585,2012-09-10
FOODS_3_090,554,2012-09-11
FOODS_3_090,648,2012-09-12
FOODS_3_090,587,2012-09-13
FOODS_3_090,773,2012-09-14
FOODS_3_090,886,2012-09-15
FOODS_3_090,863,2012-09-16
FOODS_3_090,609,2012-09-17
FOODS_3_090,545,2012-09-18
FOODS_3_090,524,2012-09-19
FOODS_3_090,635,2012-09-20
FOODS_3_090,890,2012-09-21
FOODS_3_090,1009,2012-09-22
FOODS_3_090,803,2012-09-23
FOODS_3_090,584,2012-09-24
FOODS_3_090,613,2012-09-25
FOODS_3_090,619,2012-09-26
FOODS_3_090,690,2012-09-27
FOODS_3_090,771,2012-09-28
FOODS_3_090,1051,2012-09-29
FOODS_3_090,864,2012-09-30
FOODS_3_090,633,2012-10-01
FOODS_3_090,603,2012-10-02
FOODS_3_090,512,2012-10-03
FOODS_3_090,372,2012-10-04
FOODS_3_090,371,2012-10-05
FOODS_3_090,955,2012-10-06
FOODS_3_090,878,2012-10-07
FOODS_3_090,687,2012-10-08
FOODS_3_090,542,2012-10-09
FOODS_3_090,628,2012-10-10
FOODS_3_090,695,2012-10-11
FOODS_3_090,873,2012-10-12
FOODS_3_090,1057,2012-10-13
FOODS_3_090,908,2012-10-14
FOODS_3_090,536,2012-10-15
FOODS_3_090,571,2012-10-16
FOODS_3_090,556,2012-10-17
FOODS_3_090,614,2012-10-18
FOODS_3_090,956,2012-10-19
FOODS_3_090,616,2012-10-20
FOODS_3_090,544,2012-10-21
FOODS_3_090,305,2012-10-22
FOODS_3_090,396,2012-10-23
FOODS_3_090,392,2012-10-24
FOODS_3_090,285,2012-10-25
FOODS_3_090,488,2012-10-26
FOODS_3_090,1091,2012-10-27
FOODS_3_090,988,2012-10-28
FOODS_3_090,716,2012-10-29
FOODS_3_090,696,2012-10-30
FOODS_3_090,609,2012-10-31
FOODS_3_090,710,2012-11-01
FOODS_3_090,866,2012-11-02
FOODS_3_090,1012,2012-11-03
FOODS_3_090,941,2012-11-04
FOODS_3_090,617,2012-11-05
FOODS_3_090,623,2012-11-06
FOODS_3_090,619,2012-11-07
FOODS_3_090,661,2012-11-08
FOODS_3_090,1022,2012-11-09
FOODS_3_090,1089,2012-11-10
FOODS_3_090,1061,2012-11-11
FOODS_3_090,696,2012-11-12
FOODS_3_090,630,2012-11-13
FOODS_3_090,654,2012-11-14
FOODS_3_090,753,2012-11-15
FOODS_3_090,941,2012-11-16
FOODS_3_090,1012,2012-11-17
FOODS_3_090,969,2012-11-18
FOODS_3_090,888,2012-11-19
FOODS_3_090,1032,2012-11-20
FOODS_3_090,1857,2012-11-21
FOODS_3_090,1453,2012-11-22
FOODS_3_090,245,2012-11-23
FOODS_3_090,892,2012-11-24
FOODS_3_090,781,2012-11-25
FOODS_3_090,527,2012-11-26
FOODS_3_090,490,2012-11-27
FOODS_3_090,636,2012-11-28
FOODS_3_090,619,2012-11-29
FOODS_3_090,932,2012-11-30
FOODS_3_090,1256,2012-12-01
FOODS_3_090,1014,2012-12-02
FOODS_3_090,705,2012-12-03
FOODS_3_090,635,2012-12-04
FOODS_3_090,753,2012-12-05
FOODS_3_090,698,2012-12-06
FOODS_3_090,1112,2012-12-07
FOODS_3_090,1155,2012-12-08
FOODS_3_090,938,2012-12-09
FOODS_3_090,778,2012-12-10
FOODS_3_090,579,2012-12-11
FOODS_3_090,705,2012-12-12
FOODS_3_090,696,2012-12-13
FOODS_3_090,869,2012-12-14
FOODS_3_090,1067,2012-12-15
FOODS_3_090,1090,2012-12-16
FOODS_3_090,659,2012-12-17
FOODS_3_090,709,2012-12-18
FOODS_3_090,785,2012-12-19
FOODS_3_090,794,2012-12-20
FOODS_3_090,938,2012-12-21
FOODS_3_090,1291,2012-12-22
FOODS_3_090,1697,2012-12-23
FOODS_3_090,2102,2012-12-24
FOODS_3_090,0,2012-12-25
FOODS_3_090,716,2012-12-26
FOODS_3_090,681,2012-12-27
FOODS_3_090,943,2012-12-28
FOODS_3_090,1074,2012-12-29
FOODS_3_090,1397,2012-12-30
FOODS_3_090,1924,2012-12-31
FOODS_3_090,460,2013-01-01
FOODS_3_090,720,2013-01-02
FOODS_3_090,806,2013-01-03
FOODS_3_090,867,2013-01-04
FOODS_3_090,1148,2013-01-05
FOODS_3_090,994,2013-01-06
FOODS_3_090,707,2013-01-07
FOODS_3_090,719,2013-01-08
FOODS_3_090,630,2013-01-09
FOODS_3_090,813,2013-01-10
FOODS_3_090,799,2013-01-11
FOODS_3_090,1307,2013-01-12
FOODS_3_090,977,2013-01-13
FOODS_3_090,606,2013-01-14
FOODS_3_090,635,2013-01-15
FOODS_3_090,640,2013-01-16
FOODS_3_090,635,2013-01-17
FOODS_3_090,887,2013-01-18
FOODS_3_090,1263,2013-01-19
FOODS_3_090,1101,2013-01-20
FOODS_3_090,853,2013-01-21
FOODS_3_090,367,2013-01-22
FOODS_3_090,154,2013-01-23
FOODS_3_090,206,2013-01-24
FOODS_3_090,221,2013-01-25
FOODS_3_090,1076,2013-01-26
FOODS_3_090,913,2013-01-27
FOODS_3_090,593,2013-01-28
FOODS_3_090,501,2013-01-29
FOODS_3_090,552,2013-01-30
FOODS_3_090,616,2013-01-31
FOODS_3_090,849,2013-02-01
FOODS_3_090,1204,2013-02-02
FOODS_3_090,1280,2013-02-03
FOODS_3_090,531,2013-02-04
FOODS_3_090,539,2013-02-05
FOODS_3_090,611,2013-02-06
FOODS_3_090,531,2013-02-07
FOODS_3_090,847,2013-02-08
FOODS_3_090,961,2013-02-09
FOODS_3_090,748,2013-02-10
FOODS_3_090,548,2013-02-11
FOODS_3_090,487,2013-02-12
FOODS_3_090,757,2013-02-13
FOODS_3_090,412,2013-02-14
FOODS_3_090,746,2013-02-15
FOODS_3_090,809,2013-02-16
FOODS_3_090,877,2013-02-17
FOODS_3_090,508,2013-02-18
FOODS_3_090,434,2013-02-19
FOODS_3_090,570,2013-02-20
FOODS_3_090,516,2013-02-21
FOODS_3_090,704,2013-02-22
FOODS_3_090,828,2013-02-23
FOODS_3_090,883,2013-02-24
FOODS_3_090,513,2013-02-25
FOODS_3_090,429,2013-02-26
FOODS_3_090,440,2013-02-27
FOODS_3_090,561,2013-02-28
FOODS_3_090,757,2013-03-01
FOODS_3_090,1043,2013-03-02
FOODS_3_090,775,2013-03-03
FOODS_3_090,605,2013-03-04
FOODS_3_090,529,2013-03-05
FOODS_3_090,465,2013-03-06
FOODS_3_090,513,2013-03-07
FOODS_3_090,670,2013-03-08
FOODS_3_090,738,2013-03-09
